,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s1058447307,1058447307,더끌림헤어,1,1,1
1,s1991771229,1991771229,김철순헤어카페,1,1,1
2,s1154570778,1154570778,연헤어,1,1,1
3,s1086027197,1086027197,정민샵,1,1,1
4,s1127013690,1127013690,성진헤어샵,1,1,1
5,s1892260851,1892260851,디비아랑긴 낙성갤러리,1,1,1
6,s1682126468,1682126468,세라비,1,1,1
7,s1659122150,1659122150,유니헤어,1,1,1
8,s1767346276,1767346276,THE 화사하게,1,1,1
9,s1061303573,1061303573,수헤어갤러리,1,1,1
10,s1200138428,1200138428,테마미용실,1,1,1
11,s1710564915,1710564915,스타헤어샵,1,1,1
12,s1342925349,1342925349,헤어스토리,1,1,1
13,s1248343685,1248343685,서현헤어,1,1,1
14,s194275331,194275331,헤어갤러리,1,1,1
15,s1034744715,1034744715,안나수이,1,1,1
16,s365372543,365372543,소라헤어샵,1,1,1
17,s327109946,327109946,지안,1,1,1
18,s723785702,723785702,SJ헤어,1,1,1
19,s20825506,20825506,창조헤어칼라,1,1,1
20,s48996712,48996712,애드미헤어,1,1,1
21,s1905418006,1905418006,Hair지지마,1,1,1
22,s1225249505,1225249505,머리해샵,1,1,1
23,s1628948933,1628948933,하나린HAIR,1,1,1
24,s1288641157,1288641157,보리미용실,1,1,1
25,s1244499284,1244499284,러빈헤어,1,1,1
26,s1956398406,1956398406,존레이먼드 바버샵,1,1,1
27,s1658050701,1658050701,까까머리방,1,1,1
28,s37112581,37112581,더커트클럽구로디지털점,1,1,1
29,s1323010218,1323010218,누리헤어,1,1,1
30,s1359803298,1359803298,조은 헤나 & 염색,1,1,1
31,s108390711,108390711,180도헤어,1,1,1
32,s1384931195,1384931195,한나미용실,1,1,1
33,s1851300506,1851300506,빛나는날,1,1,1
34,s1575005931,1575005931,보노헤어 2호점,1,1,1
35,s1947027482,1947027482,이훈plan30000 롯데점,1,1,1
36,s1237053171,1237053171,지에이치헤어,1,1,1
37,s1645178285,1645178285,하버드미용실,1,1,1
38,s1702050678,1702050678,헤어나인 신림점,1,1,1
39,s31395701,31395701,두비두헤어,1,1,1
40,s20910336,20910336,성모미용실,1,1,1
41,s1074271478,1074271478,ADELA HAIR,1,1,1
42,s1465219085,1465219085,민이헤어,1,1,1
43,s1878286978,1878286978,나이스가이 봉천점,1,1,1
44,s1913546972,1913546972,엘리제이,1,1,1
45,s1849979155,1849979155,윤윤헤어,1,1,1
46,s1208137785,1208137785,살롱드윤,1,1,1
47,s1309389805,1309389805,바바헤어,1,1,1
48,s33109030,33109030,아띠헤어,1,1,1
49,s18802748,18802748,윤선영헤어샵,1,1,1
50,s20859396,20859396,행복헤어샾,1,1,1
51,s1676286116,1676286116,캘리헤어,1,1,1
52,s1556878582,1556878582,헤어보떼,1,1,1
