,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s1259813679,1259813679,다래헤어샵,1.0,1.0,1.0
1,s18240376,18240376,김자경미용실,1.0,1.0,1.0
2,s18227477,18227477,미스타송헤어뉴스,1.0,1.0,1.0
3,s13412514,13412514,더스타일 미용실,1.0,1.0,1.0
4,s1352348077,1352348077,정숙미용실,,,
5,s18898485,18898485,까끌래뽁끌래,1.0,1.0,1.0
6,s18915825,18915825,수현미용실,1.0,1.0,1.0
7,s20905153,20905153,황선화헤어살롱,1.0,1.0,1.0
8,s18919063,18919063,미혜헤어탑,1.0,1.0,1.0
9,s18896624,18896624,지은미용실,1.0,1.0,1.0
10,s20831930,20831930,준헤어라인,1.0,1.0,1.0
11,s18899926,18899926,성신파마의집,1.0,1.0,1.0
12,s37615392,37615392,더헤어,1.0,1.0,1.0
13,s1921577645,1921577645,재희미용실,1.0,1.0,1.0
14,s20851268,20851268,유니헤어클럽,1.0,1.0,1.0
15,s1514629999,1514629999,샤갈헤어스토리본점,1.0,1.0,1.0
16,s20916412,20916412,선경아헤어,1.0,1.0,1.0
17,s1536066214,1536066214,수연뷰티살롱,1.0,1.0,1.0
18,s20939262,20939262,진아미용실,1.0,1.0,1.0
19,s18900986,18900986,참미용실,1.0,1.0,1.0
20,s18914426,18914426,모드미용실,1.0,1.0,1.0
21,s1682942611,1682942611,여림헤어,1.0,1.0,1.0
22,s20835791,20835791,단비미용실,1.0,1.0,1.0
23,s20923990,20923990,란이네헤어,1.0,1.0,1.0
24,s1429321836,1429321836,미다몬헤어 미아현대점,1.0,1.0,1.0
25,s20878462,20878462,아오야마,1.0,1.0,1.0
26,s1851767461,1851767461,오미나미용실,1.0,1.0,1.0
27,s20827878,20827878,연미용실,1.0,1.0,1.0
28,s18901139,18901139,홍미용실,1.0,1.0,1.0
29,s20916297,20916297,이현주샵,1.0,1.0,1.0
30,s18280964,18280964,윤미용실,1.0,1.0,1.0
31,s1062384977,1062384977,1007헤어,1.0,1.0,1.0
32,s20901222,20901222,까꼬뽀꼬헤어샵,1.0,1.0,1.0
33,s1909522421,1909522421,제이제이헤어,1.0,1.0,1.0
34,s18913054,18913054,아름미용실,1.0,1.0,1.0
35,s38282315,38282315,퀸즈프린스,1.0,1.0,1.0
36,s18912963,18912963,손민정헤어샵,1.0,1.0,1.0
37,s20866760,20866760,쎄느미용실,1.0,1.0,1.0
38,s1410435554,1410435554,사라미용실,1.0,1.0,1.0
39,s19414403,19414403,고파슈헤어,1.0,1.0,1.0
40,s20931572,20931572,가이헤어클럽,1.0,1.0,1.0
41,s13296946,13296946,황정옥미용실,1.0,1.0,1.0
42,s20835680,20835680,진미용실,1.0,1.0,1.0
43,s20862791,20862791,머리카락컬렉션,1.0,1.0,1.0
44,s20912439,20912439,헤어메카,1.0,1.0,1.0
45,s20923958,20923958,상록수헤어방,1.0,1.0,1.0
46,s20923984,20923984,아게라미용실,1.0,1.0,1.0
47,s18248972,18248972,헤어센스,1.0,1.0,1.0
48,s20847642,20847642,연희미용실,1.0,1.0,1.0
49,s32093920,32093920,인프로헤어,1.0,1.0,1.0
50,s20870542,20870542,현주머리마을,1.0,1.0,1.0
51,s1043197260,1043197260,이뿐머리,1.0,1.0,1.0
52,s1929746417,1929746417,마리헤어,1.0,1.0,1.0
53,s1282081380,1282081380,최미희헤어샵,1.0,1.0,1.0
54,s1033873502,1033873502,온the헤어,1.0,1.0,1.0
55,s1590090053,1590090053,헤어도로시,1.0,1.0,1.0
56,s1211561325,1211561325,코코미용실,1.0,1.0,1.0
57,s33705110,33705110,마잘헤어,1.0,1.0,1.0
58,s20830639,20830639,이영헤어아트,1.0,1.0,1.0
59,s1183610882,1183610882,닛시헤어샵,1.0,1.0,1.0
60,s20889624,20889624,희원미용실,1.0,1.0,1.0
61,s1052630042,1052630042,비비드컬러,1.0,1.0,1.0
62,s20862912,20862912,영헤어,1.0,1.0,1.0
63,s36924532,36924532,미전들헤어,1.0,1.0,1.0
64,s20920068,20920068,김선경헤어아트,1.0,1.0,1.0
65,s20889744,20889744,라인헤어프라자,1.0,1.0,1.0
66,s18227402,18227402,양미용실,1.0,1.0,1.0
