,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s1496205011,1496205011,헤어체인지,1,1,1
1,s18599473,18599473,선정민헤어,1,1,1
2,s1123605356,1123605356,수헤어,1,1,1
3,s12829375,12829375,박선영헤어,1,1,1
4,s18599838,18599838,개미미용실,1,1,1
5,s1672556174,1672556174,슈헤어,1,1,1
6,s1998314367,1998314367,헤어스토리 수유1호점,1,1,1
7,s1908709318,1908709318,보라헤어,1,1,1
8,s1378996104,1378996104,호박창고 미용실,1,1,1
9,s1022765888,1022765888,쎄느헤어플러스,1,1,1
10,s1343051715,1343051715,더끌림헤어,1,1,1
11,s36405956,36405956,마술가위,1,1,1
12,s1522592162,1522592162,이지원헤어,1,1,1
13,s17907662,17907662,박정아헤어랜드,1,1,1
14,s20932900,20932900,란헤어,1,1,1
15,s1459818765,1459818765,헤어필,1,1,1
16,s1778087679,1778087679,머리대장,1,1,1
17,s31392277,31392277,센스헤어클럽,1,1,1
18,s1829478961,1829478961,영헤어샵,1,1,1
19,s18603903,18603903,김호숙헤어아트,1,1,1
20,s1994735964,1994735964,더마리헤어,1,1,1
21,s1359340680,1359340680,코지헤어,1,1,1
22,s1012104306,1012104306,윤스헤어,1,1,1
23,s20925141,20925141,가위소리헤어샵,1,1,1
24,s1141309622,1141309622,문승희미용실,1,1,1
25,s1792085082,1792085082,세연미용실,1,1,1
26,s17907665,17907665,럭키미용실,1,1,1
27,s18602986,18602986,수산나미용타운,1,1,1
28,s18616361,18616361,가나안머리방,1,1,1
29,s38753108,38753108,정문영미용실,1,1,1
30,s38753107,38753107,나폴레옹미용실,1,1,1
31,s1715868651,1715868651,서연미용실,1,1,1
32,s17940915,17940915,미센스헤어라인,1,1,1
33,s11661101,11661101,정 미용실,1,1,1
34,s20833310,20833310,산정헤어힐,1,1,1
35,s34353011,34353011,원헤어샵,1,1,1
36,s1858563535,1858563535,챠밍헤어샵,1,1,1
37,s1847875070,1847875070,영미용실,1,1,1
38,s20902488,20902488,최향미용실,1,1,1
39,s20825298,20825298,W헤어,1,1,1
40,s1287089329,1287089329,헤어뱅크,1,1,1
41,s20841033,20841033,조이헤어라인,1,1,1
42,s1674023008,1674023008,디지털미용실,1,1,1
43,s1153486944,1153486944,구일뷰티플러스,1,1,1
44,s1808324830,1808324830,제이제이헤어,1,1,1
45,s1136084209,1136084209,양정은헤어샵,1,1,1
46,s19444485,19444485,윤헤어,1,1,1
47,s1048230474,1048230474,HairDiva,1,1,1
48,s1361448846,1361448846,컷팅클럽삼양시장점,1,1,1
49,s1730015015,1730015015,라온헤어,1,1,1
50,s18604424,18604424,리움헤어,1,1,1
51,s1254040764,1254040764,샵앤샵헤어,1,1,1
52,s1795731716,1795731716,지니헤어샵,1,1,1
53,s34353643,34353643,평화머리방,1,1,1
54,s1177763357,1177763357,보보스헤어,1,1,1
55,s1001418043,1001418043,세븐미용실,1,1,1
56,s18604140,18604140,가위손미용실,1,1,1
57,s18599267,18599267,연지미용실,1,1,1
58,s1999215965,1999215965,미남성헤어디자인,1,1,1
59,s1806868807,1806868807,후투헤어,1,1,1
60,s1459442477,1459442477,J미용실,1,1,1
61,s18601634,18601634,신헤어매니저,1,1,1
62,s1639153731,1639153731,이영애미용실,1,1,1
63,s20921511,20921511,모던헤어숍,1,1,1
64,s20872032,20872032,죠이헤어마당,1,1,1
65,s36175115,36175115,시크릿by강현헤어살롱,1,1,1
66,s1188867361,1188867361,애니헤어,1,1,1
67,s37700585,37700585,헤어올리브,1,1,1
68,s1275732729,1275732729,5분헤어,1,1,1
69,s20059156,20059156,앨리스헤어,1,1,1
70,s36663652,36663652,존앤스타일,1,1,1
71,s36721234,36721234,헤어풍경,1,1,1
72,s41552274,41552274,수 헤어스튜디오,1,1,1
73,s623142587,623142587,헤어블링,1,1,1
74,s683500901,683500901,수현헤어,1,1,1
75,s1717044753,1717044753,미남미녀 헤어샵,1,1,1
76,s501013529,501013529,수니헤어,1,1,1
77,s37170231,37170231,쌤아저씨미용실,1,1,1
78,s1186084712,1186084712,아람헤어샾,1,1,1
79,s1582326090,1582326090,지니헤어,1,1,1
80,k37261764,37261764,미장원BY보배,1,1,1
81,s37276613,37276613,애경헤어,1,1,1
82,s791113835,791113835,비타민헤어,1,1,1
83,s37588660,37588660,토리헤어 거여역점,1,1,1
84,s1918613891,1918613891,오땡큐 문정점,1,1,1
85,s37439630,37439630,살롱제이,1,1,1
86,s37459769,37459769,에스비헤어,1,1,1
87,s36547033,36547033,제이디헤어,1,1,1
88,s36620370,36620370,씨엠헤어살롱,1,1,1
89,s1331342207,1331342207,그레이헤어,1,1,1
90,s1086212928,1086212928,창훈이네 헤어,1,1,1
91,s1061978358,1061978358,헤어톡스 바이 써니,1,1,1
92,s36305130,36305130,민승희헤어,1,1,1
93,s35840107,35840107,로뎀뷰티팜헤어,1,1,1
94,s34762099,34762099,나인헤어 1호점,1,1,1
95,s38321281,38321281,옥상달빛,1,1,1
96,s208746654,208746654,롯드헤어,1,1,1
97,s37549447,37549447,최수지헤어,1,1,1
98,s34326013,34326013,Venus 헤어,1,1,1
99,s35896022,35896022,Han's 러브헤어,1,1,1
100,s36448994,36448994,THE공간,1,1,1
101,s13190090,13190090,스타일헤어,1,1,1
102,s37879713,37879713,살롱드 니치 헤어,1,1,1
103,s1495218194,1495218194,헤어블랙가든,1,1,1
104,s1255716978,1255716978,그레이발소,1,1,1
105,s1419944193,1419944193,이수목헤어스토리,1,1,1
106,s36312519,36312519,추언탁헤어,1,1,1
107,s1526937497,1526937497,착한미용실,1,1,1
108,s1068092892,1068092892,새마을헤어샵,1,1,1
109,s364249992,364249992,블루클럽 위례중앙역점,1,1,1
110,s1677605920,1677605920,보떼헤어,1,1,1
111,s1484033928,1484033928,헤어매직,1,1,1
112,s37588671,37588671,미장원by환영,1,1,1
113,s901023900,901023900,압구정헤어,1,1,1
114,s37017934,37017934,봄 헤어  스튜디오,1,1,1
115,s75848699,75848699,HAIR SHOP,1,1,1
116,s523209793,523209793,블루천사,1,1,1
117,s308063552,308063552,헤어여기로,1,1,1
118,s760817995,760817995,태후사랑 백제고분점,1,1,1
119,s13177639,13177639,블루클럽 잠실파크리오점,1,1,1
120,s31367994,31367994,백설공주 hair salon,1,1,1
121,s810110934,810110934,헤어코디,1,1,1
122,k1643763809,1643763809,태후사랑,1,1,1
123,s744745213,744745213,윤채헤어,1,1,1
124,s1715855527,1715855527,나이스가이 문정법조타운점,1,1,1
125,s12913033,12913033,엘르헤어,1,1,1
126,s1905027455,1905027455,지누헤어,1,1,1
127,s1486649858,1486649858,서영림헤어,1,1,1
128,s808506520,808506520,차이헤어살롱,1,1,1
129,s822543352,822543352,k&j헤어,1,1,1
130,s1413962604,1413962604,태후사랑 장지점,1,1,1
131,s1854609019,1854609019,나인헤어 2호점,1,1,1
132,s1050909231,1050909231,한스헤어,1,1,1
133,s41082361,41082361,살롱오늘,1,1,1
134,s1378775405,1378775405,루아헤어앤스토어,1,1,1
135,s1800556338,1800556338,헤어마니아,1,1,1
136,s1107487930,1107487930,쁘띠미용실,1,1,1
137,s37765703,37765703,숲sok,1,1,1
138,s1792811622,1792811622,단미,1,1,1
139,s1328615635,1328615635,정윤화미용실,1,1,1
140,s1388181771,1388181771,오땡큐 오금점,1,1,1
141,s320650538,320650538,채연헤어,1,1,1
142,s18495524,18495524,오픈헤어팀,1,1,1
143,s125033256,125033256,진희헤어,1,1,1
144,s38431566,38431566,헤어26일오전,1,1,1
145,s617789589,617789589,나이스가이 위례로데오점,1,1,1
146,s38502571,38502571,이쁘헤어,1,1,1
147,s185478013,185478013,CIEL HAIR,1,1,1
148,s38641769,38641769,라임헤어,1,1,1
149,s20887435,20887435,스타일헤어,1,1,1
150,s38742918,38742918,플레이스 제인,1,1,1
151,k57491847,57491847,황헤어샵,1,1,1
152,s37427481,37427481,헤어바이순정,1,1,1
153,s844370709,844370709,홍미용실,1,1,1
154,s35500543,35500543,지니헤어,1,1,1
155,s630108011,630108011,유진헤어,1,1,1
156,s313294476,313294476,유진헤어모드,1,1,1
157,s36860148,36860148,동명남성헤어,1,1,1
158,s34354427,34354427,헤어팡,1,1,1
159,s170790951,170790951,헤어가이,1,1,1
160,s180451821,180451821,김혜정헤어아트,1,1,1
161,s35444821,35444821,블루클럽 신천역점,1,1,1
162,s34850225,34850225,리치헤어,1,1,1
163,s1888094436,1888094436,살롱드봄,1,1,1
164,s37896399,37896399,요기헤어,1,1,1
165,s36005276,36005276,은지헤어,1,1,1
166,s796750814,796750814,꿈길머리방,1,1,1
167,s946709121,946709121,SM헤어,1,1,1
168,s1280803025,1280803025,헤어수키,1,1,1
169,s1257632169,1257632169,정윤헤어,1,1,1
170,s31558706,31558706,루디아헤어,1,1,1
171,s37500264,37500264,에이스헤어,1,1,1
172,s1226761379,1226761379,졸리헤어,1,1,1
173,s952788789,952788789,탐스헤어,1,1,1
174,s1498934215,1498934215,까르페디엠,1,1,1
175,s35984349,35984349,라벨르헤어,1,1,1
176,s1445042304,1445042304,미스터컷,1,1,1
177,s20083702,20083702,오투피아,1,1,1
178,s21795773,21795773,살롱드정범,1,1,1
179,s18891803,18891803,달님미용실,1,1,1
180,s20875739,20875739,문미용실,1,1,1
181,s19776977,19776977,블링블링헤어,1,1,1
