,store_id,store_name,error_code,original_index
0,37811931,헤어바이혁,요청하신 페이지를 찾을 수 없습니다.,1978
1,1333016635,하날살롱,500,2070
2,1429707028,김은제헤어,요청하신 페이지를 찾을 수 없습니다.,2533
3,20907995,도미용실,요청하신 페이지를 찾을 수 없습니다.,2573
4,1276690161,다옴헤어,요청하신 페이지를 찾을 수 없습니다.,2589
5,20828050,히즈모 동부이촌점,요청하신 페이지를 찾을 수 없습니다.,2653
6,1210134087,미니샵,요청하신 페이지를 찾을 수 없습니다.,2672
7,20852762,머리짱헤어샵,요청하신 페이지를 찾을 수 없습니다.,2724
