,store_id,store_name,error_code,original_index
0,31542867,까 홍대점,요청하신 페이지를 찾을 수 없습니다.,1002
1,1871321543,은하수미장원,요청하신 페이지를 찾을 수 없습니다.,998
2,1621573096,은은한,500,1093
