,store_id,store_name,link,main text,original_index
0,345983498349,이모지,https://blog.naver.com/nocheyuna/221555931104,#관리의중요성 #강남레드점 #준오헤어입금 전과 후가 있다면 이정도..?​#배소진디자이너#강남뿌염#뿌염의신#강남역미용실​   머리오ㅑ이랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ삽살개 어서옵쇼!!!​​  어제 휴무셔서배소진 쌤한테 예약하구갔당​나 안성사람인데가게 버리고 강남으로옴ㅋㅋㅋ​(사실 일찍끝남ㅋ)​   서울 간김에놀다와야지잉😚😚😚😚​​​   쌤이 머리 자르구뿌염나주엥 결정에서뿌염전에 그루프?하는거 알려주신ㅋㅋㅋㅋㅋㅋㅋ​죄송햐요 알려줘도 나 안할거같아서오늘의 예쁨을 간직하고자​이 글을 쓰고니😋​​   쌤이 준 그루..?푸...?몰랑..주셔써 헤헿​​   비온다고 우산도 챙겨줌 ㅠㅠ없다한 것도 아닌데사실 배려에 감동받아가지규​오랜만에 포스팅 하는거임귀찮아서 원래안해..8-8​​   머리 말리기전과!!​   머리말리고 나서더 이쁜데나님이 좀 손이 고자임손모양만 봐도 뭔가부자연 오져부리지 않음?ㅋ​크으커피빈와서​온동네 남정네 홀릴각인마냥..깝을 쳐봐따   위잉크으   마무리는 엽사지여🤗​잇님들 강남에서#강남머리잘하는곳#강남헤어디자이너추천 백번함​#강남여자머리​요기써 일루와 드로와​#일상블로그 흔한 #여자입금전후#관리의중요성​​,3
