,store_id,store_name,error_code,original_index
0,34849681,살롱엘라,요청하신 페이지를 찾을 수 없습니다.,7
1,37811931,헤어바이혁,요청하신 페이지를 찾을 수 없습니다.,13
2,1500944826,나임헤어,요청하신 페이지를 찾을 수 없습니다.,42
3,1429707028,김은제헤어,요청하신 페이지를 찾을 수 없습니다.,129
4,20907995,도미용실,요청하신 페이지를 찾을 수 없습니다.,145
5,1276690161,다옴헤어,요청하신 페이지를 찾을 수 없습니다.,150
6,20828050,히즈모 동부이촌점,요청하신 페이지를 찾을 수 없습니다.,170
7,1210134087,미니샵,요청하신 페이지를 찾을 수 없습니다.,177
