,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s20872797,20872797,신데렐라헤어샵,1,1,1
1,s20799786,20799786,헤어트렌드,1,1,1
2,s35572375,35572375,제오헤어 대림삼거리점,1,1,1
3,s38557652,38557652,이훈 ALL 30000,1,1,1
4,s1980732787,1980732787,이훈헤어칼라 신대방점,1,1,1
5,s430258198,430258198,해헤어,1,1,1
6,s251791150,251791150,미엔미헤어,1,1,1
7,s1902054923,1902054923,럭스헤어,1,1,1
8,s1200202422,1200202422,머리채미용실,1,1,1
9,s1485034672,1485034672,윤헤어샵,1,1,1
10,s675325474,675325474,문영헤어샵,1,1,1
11,s1326221744,1326221744,다윈헤어,1,1,1
12,s20890300,20890300,세라헤어라인,1,1,1
13,s1116479051,1116479051,나리미용실,1,1,1
14,s808577449,808577449,햅번스타일,1,1,1
15,s18681921,18681921,세븐미용실,1,1,1
16,s20911179,20911179,지니헤어라인,1,1,1
17,s458045367,458045367,컷트클럽,1,1,1
18,s18727409,18727409,나쁜여자미용실,1,1,1
19,s1888153033,1888153033,행복한머리,1,1,1
20,s1009914970,1009914970,프로헤어,1,1,1
21,s20934059,20934059,민주헤어아트,1,1,1
22,s1783024659,1783024659,풀헤어스,1,1,1
23,s167336420,167336420,모노헤어,1,1,1
24,s1773263135,1773263135,기능&헤어,1,1,1
25,s20907456,20907456,현헤어,1,1,1
26,s479720834,479720834,헤어갤러리신대방점,1,1,1
27,s20884688,20884688,화이트헤어샵,1,1,1
28,s38633618,38633618,제이헤어,1,1,1
29,s20838009,20838009,머리사랑,1,1,1
30,s20865230,20865230,에스쁘아헤어샵,1,1,1
31,s38486731,38486731,앙포레모리노헤어 신대방점,1,1,1
32,s38014883,38014883,앙포레모리노헤드스파,1,1,1
33,s13156965,13156965,Soo헤어&헤드스파,1,1,1
34,s888537621,888537621,까끌래뽀끌래,1,1,1
35,s20926252,20926252,은혜미용실,1,1,1
36,s20849736,20849736,룩헤어,1,1,1
37,s13160528,13160528,헤어고레스,1,1,1
38,s35593247,35593247,에디션헤어살롱,1,1,1
39,s1344810282,1344810282,느루헤어,1,1,1
40,s1489705644,1489705644,태후사랑 사당점,1,1,1
41,s1063912751,1063912751,하하헤어샵,1,1,1
42,s209752869,209752869,칼리아헤어샵,1,1,1
43,s1902789175,1902789175,메르시헤어,1,1,1
44,s1327309757,1327309757,CF헤어,1,1,1
45,s30811948,30811948,보니토헤어,1,1,1
46,s38015527,38015527,토토로 헤어,1,1,1
47,s1901371696,1901371696,오인선헤어샵,1,1,1
48,s1133503580,1133503580,블루클럽 공덕점,1,1,1
49,s1664404650,1664404650,에스샵,1,1,1
50,s21892838,21892838,소년이 든 가위,1,1,1
51,s37883235,37883235,소년이든가위,1,1,1
52,s30837365,30837365,살롱드디유,1,1,1
53,s32817436,32817436,퀸즈헤어,1,1,1
54,s20860049,20860049,헤어스토리,1,1,1
55,s35807026,35807026,낫띵앤낫띵 바버샵,1,1,1
56,s1228100183,1228100183,사계헤어,1,1,1
57,s1587844244,1587844244,보니따헤어,1,1,1
58,s1141486987,1141486987,무어,1,1,1
59,s1175214059,1175214059,헬로우헤어,1,1,1
60,s34044134,34044134,황금헤어샵,1,1,1
61,s30986752,30986752,스잔나 헤어살롱,1,1,1
62,s21339810,21339810,헤어살롱비,1,1,1
63,s31898850,31898850,칸타빌헤어,1,1,1
64,s1011937102,1011937102,더헤어,1,1,1
65,s275248038,275248038,헤어샵호야,1,1,1
66,s38590382,38590382,어퍼컷 마포점,1,1,1
67,s21219666,21219666,비앤비헤어샵,1,1,1
68,s12858177,12858177,샤인비앤비,1,1,1
69,s20884725,20884725,비&비헤어,1,1,1
70,s1708189552,1708189552,shytokki 토끼네미용실,1,1,1
71,s20969523,20969523,진헤어,1,1,1
72,s11729938,11729938,블루클럽 만리동점,1,1,1
73,s1419593506,1419593506,버르장머리헤어샵,1,1,1
74,s1638192542,1638192542,바비헤어,1,1,1
75,s1412386659,1412386659,마이헤어,1,1,1
76,s1658470996,1658470996,이지은헤어펌,1,1,1
77,s18134600,18134600,유빈헤어,1,1,1
78,s18764611,18764611,이혜원헤어샵,1,1,1
79,s20886983,20886983,미즈헤어,1,1,1
80,s38531581,38531581,시저시스터살롱,1,1,1
81,s20268351,20268351,장싸롱,1,1,1
82,s35142759,35142759,아인헤어,1,1,1
83,s253090420,253090420,더지오,1,1,1
84,s1689757302,1689757302,로라헤어쌀롱,1,1,1
85,s37264403,37264403,헤어스토리,1,1,1
86,s33562589,33562589,이스트플라워 헤어,1,1,1
87,s1664716506,1664716506,몽끌헤어,1,1,1
88,s1396093156,1396093156,살롱드아론,1,1,1
89,s34557110,34557110,예샵,1,1,1
90,s1282388089,1282388089,정운헤어,1,1,1
91,s35337817,35337817,제시카 인 뉴욕,1,1,1
92,s1109827311,1109827311,지니헤어컷전문,1,1,1
93,s21301564,21301564,태후사랑 망원점,1,1,1
94,s1568392010,1568392010,수정헤어,1,1,1
95,s1341420965,1341420965,행복한 미용실,1,1,1
96,s1513673431,1513673431,헤어아쭈,1,1,1
97,s1336117076,1336117076,이가이헤어,1,1,1
98,s36090960,36090960,136524unique,1,1,1
99,s1525357977,1525357977,한영희헤어샵,1,1,1
