,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s1513171120,1513171120,니치헤어,5,1,2
1,s31004063,31004063,헤드앤헤어미용실,2,1,5
2,s1433829125,1433829125,GO HAIR,6,1,1
3,s34159321,34159321,시연헤어,3,1,4
4,s385538746,385538746,난길헤어,6,1,1
5,s1479617372,1479617372,에코쟈뎅 낙성대점,8,1,1
6,s37910456,37910456,꾸미게헤어,1,1,6
7,s1888457428,1888457428,프로젝트 라빠헤어 건대점,1,1,6
8,s33352128,33352128,오컷헤어,1,1,6
9,s222490071,222490071,제이프롬헤어,6,1,1
10,s1376598724,1376598724,아이앤투헤어 장승배기점,6,1,1
11,s1787282820,1787282820,612ST,1,1,6
12,s35254699,35254699,인팩트오타쿠 까치산점,1,1,6
13,s38262309,38262309,헤어디엠마,1,1,6
14,s13302336,13302336,uGone HAIR,4,1,3
15,s1333016635,1333016635,하날살롱,6,1,1
16,s37211148,37211148,이열헤어컷 1호점,6,1,1
17,s747426862,747426862,살롱드마샹스,1,1,6
18,s1921886665,1921886665,US 바버샵,1,1,6
19,s36768742,36768742,패밀리헤어,6,1,1
20,s1195737697,1195737697,옥수살롱바이봄,6,1,1
21,s98331830,98331830,퍼스트헤어,6,1,1
22,s292325267,292325267,레미샵 논현점,3,1,4
23,s37814546,37814546,우영헤어 앤 네일,1,1,6
24,s37090206,37090206,헤어플랜,1,1,6
25,s12832058,12832058,세븐스트릿,1,1,6
26,s1790911315,1790911315,이로헤어,5,1,3
27,s1803310058,1803310058,살롱드마리,3,1,4
28,s1118333577,1118333577,라브리지 잠실점,6,1,1
29,s1011846561,1011846561,하이네스,1,1,6
30,s1324013102,1324013102,헤어달디,6,1,1
31,s1954123681,1954123681,J HAIR,7,1,1
32,s945408564,945408564,easy&헤어,1,1,6
33,s1924035233,1924035233,주니크살롱,1,1,6
34,s38349738,38349738,안테나헤어,4,1,3
35,s35572464,35572464,쟈당헤어,2,1,5
36,s782720164,782720164,살롱데이 약수점,5,1,2
37,s13151706,13151706,윤정선헤어클럽,1,1,6
38,s1801507199,1801507199,JUST HAIR 1호점,6,1,1
39,s1723182184,1723182184,살롱트루,5,1,2
40,s1239826648,1239826648,ONL HAIR,6,1,1
41,s1259708510,1259708510,comme roi,6,1,1
42,s32448801,32448801,리안헤어 명동1호점,6,1,1
43,s1696697649,1696697649,에스헤어,2,1,5
44,s19542960,19542960,박승철헤어스투디오 구로롯데마트점,6,1,1
45,s1860403368,1860403368,살롱드드림,2,1,5
46,s1576682678,1576682678,헤어키키,6,1,1
47,s807218276,807218276,올어바웃 헤어앤네일,1,1,6
48,s1009586447,1009586447,아리아헤어,6,1,1
49,s13399589,13399589,수인헤어,4,1,3
50,s37392272,37392272,서해민미용실,1,1,6
51,s37174916,37174916,플레이그라운드헤어,1,1,6
52,s1704145454,1704145454,밀가헤어,2,1,5
53,s814128312,814128312,신데렐라헤어,3,1,4
54,s37653913,37653913,도이플루,1,1,6
55,s1022634998,1022634998,머리합니다,6,1,1
56,s38636380,38636380,마브로샵,1,1,6
57,s1805864110,1805864110,제이헤어 헤어샵,6,1,1
58,s37537948,37537948,김희경헤어그라또,6,1,1
59,s35215481,35215481,가빈헤어,1,1,6
60,s1884716058,1884716058,진이네미장원,4,1,3
61,s1007313422,1007313422,헤어살롱mk,6,1,1
62,s37192329,37192329,프라이빗,1,1,6
63,s36317623,36317623,차랑헤어,1,1,6
64,s1789875872,1789875872,커틸다헤어살롱 공릉점,1,1,6
65,s37555920,37555920,스카이헤어,7,1,1
66,s1751678591,1751678591,제이미용실,1,1,6
67,s1593227414,1593227414,우선,1,1,6
68,s1131384291,1131384291,살롱드앨리스강,6,1,2
69,s1846714833,1846714833,엘뷰테라,1,1,6
70,s18508418,18508418,세븐 헤어월드,1,1,6
71,s1301399721,1301399721,엔헤어,1,1,6
72,s37804056,37804056,미셸헤어,1,1,6
73,s13447553,13447553,헤어 블러썸,1,1,7
74,s1128049432,1128049432,김영옥헤어,1,1,5
75,s37690714,37690714,더헤어바이윤,1,1,5
76,s36061012,36061012,서지희헤어,5,1,1
77,s37638351,37638351,앤드제이 헤어,1,1,5
78,s36886381,36886381,헤어스토리,1,1,5
79,s1573516849,1573516849,BIG STAR HAIR,4,1,2
80,s1197075765,1197075765,에이데이즈 헤어살롱,5,1,1
81,s32618528,32618528,야드,5,1,1
82,s1576979257,1576979257,담다살롱,5,1,2
83,s36189323,36189323,휴미용실,1,1,5
84,s1168474153,1168474153,헤어로투스,5,1,1
85,s839168648,839168648,리안헤어 영등포신세계점,5,1,1
86,s36878324,36878324,썸헤어,4,1,2
87,s32472992,32472992,오다헤어 낙성대점,4,1,2
88,s30830863,30830863,리안헤어 송파개롱역점,5,1,1
89,s21206912,21206912,체리헤어,1,1,5
90,s36438860,36438860,드엔,1,1,5
91,s1990571533,1990571533,헤어칩,5,1,1
92,s1926807763,1926807763,연희부티끄헤어,5,1,1
93,s1182378191,1182378191,ABC헤어 잠실새내역점,5,1,1
94,s13359523,13359523,지산헤어스토리,1,1,5
95,s1957458396,1957458396,푸루부,5,1,1
96,s1171980888,1171980888,로드헤어샵,5,1,2
97,s21900508,21900508,가위와빗 헤어살롱,5,1,1
98,s37868786,37868786,미나살롱,1,1,5
99,s1672570272,1672570272,엘라인헤어살롱,4,3,1
100,s1762977808,1762977808,살롱 드 아우라,5,1,1
101,s37198287,37198287,여우미가,1,1,5
102,s1898005697,1898005697,여우짓붙임머리 홍대점,1,1,5
103,s324100348,324100348,라벨르헤어,5,1,1
