,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s1620392773,1620392773,아프로디테헤어,1,1,1
1,s18853679,18853679,퀸헤어클릭,1,1,1
2,s20622854,20622854,끼머리방,1,1,1
3,s584200802,584200802,하나헤어,1,1,1
4,s1455907466,1455907466,컷트이야기,1,1,1
5,s18851461,18851461,까미헤어,1,1,1
6,s1692578731,1692578731,브니엘헤어 장위점,1,1,1
7,s18545234,18545234,칼라헤어센스,1,1,1
8,s1264950796,1264950796,가브리엘헤어샵,1,1,1
9,s1535123174,1535123174,까까머리,1,1,1
10,s31825045,31825045,김민정헤어스테이션,1,1,1
11,s18904907,18904907,박미정헤어센스,1,1,1
12,s20843621,20843621,오수현머리방,1,1,1
13,s18461565,18461565,아름다운그녀,1,1,1
14,s1667698587,1667698587,여름엔컷겨울엔펌,1,1,1
15,s19418528,19418528,나옥진헤어샵,1,1,1
16,s1412111433,1412111433,류지연미용실,1,1,1
17,s20868267,20868267,퀸미용실,1,1,1
18,s20625446,20625446,설헤어아트,1,1,1
19,s18853016,18853016,개성시대,1,1,1
20,s1248623578,1248623578,좋은이웃헤어터치,1,1,1
21,s1103252884,1103252884,코코미용실,1,1,1
22,s1382302266,1382302266,연희미용실,1,1,1
23,s20878442,20878442,가위소리미용실,1,1,1
24,s31121660,31121660,쉬크헤어,1,1,1
25,s18868732,18868732,노블레스헤어샵,1,1,1
26,s38734161,38734161,김선숙머리스케치,1,1,1
27,s32087764,32087764,수헤어살롱,1,1,1
28,s37310957,37310957,아모스헤어,1,1,1
29,s1891254254,1891254254,나경미용실,1,1,1
30,s18897001,18897001,해리헤어,1,1,1
31,s38554413,38554413,까그리헤어 맞춤가발,1,1,1
32,s32302489,32302489,한윤경미용실,1,1,1
33,s34349627,34349627,하니헤어클럽,1,1,1
34,s1503656725,1503656725,제이헤어,1,1,1
35,s1473802220,1473802220,김희숙헤어,1,1,1
36,s18845372,18845372,시넬헤어샵,1,1,1
37,s20628634,20628634,O2헤어갤러리,1,1,1
38,s1049933189,1049933189,작품하나미용실,1,1,1
39,s623618882,623618882,헤어컬 두,1,1,1
40,s20939337,20939337,서영옥헤어케치,1,1,1
41,s11728658,11728658,최가을 헤어드레서 돈암점,1,1,1
42,s20939304,20939304,엘림헤어리더,1,1,1
43,s1639343022,1639343022,옥낭헤어샵,1,1,1
44,s20828083,20828083,토브헤어,1,1,1
45,s312817342,312817342,이준우미용실,1,1,1
46,s20893685,20893685,웨딩과헤어샵,1,1,1
47,s18453327,18453327,나성미용실,1,1,1
48,s1385063629,1385063629,이지오프로헤어,1,1,1
49,s18453368,18453368,다나헤어살롱,1,1,1
50,s18905537,18905537,성원머리방,1,1,1
51,s1861203742,1861203742,헬로펌헤어살롱 망우점,1,1,1
52,s1463632051,1463632051,이상미용실,1,1,1
53,s37699944,37699944,하포스트헤어샵,1,1,1
54,s19362264,19362264,고운머리,1,1,1
55,s20978259,20978259,오로디헤어샾,1,1,1
56,s1572506678,1572506678,미그린미용실,1,1,1
57,s1632471513,1632471513,루비오미용실,1,1,1
58,s1617178014,1617178014,살롱오데뜨,1,1,1
59,s1276292570,1276292570,수지헤어,1,1,1
60,s37803848,37803848,이훈헤어칼라 송파점,1,1,1
61,s1797671534,1797671534,이쁘다헤어샵,1,1,1
