store_id,store_name,booking,receipt,blog
1795853237,디자인헤어,1,1,1
790987762,하담헤어,1,1,1
1178461374,하루헤어,1,1,1
18009024,엘케이헤어,1,1,1
37566546,설렘 미용실,85,3,12
33874401,더 부띠끄 건대점,469,3,15
1836392918,브로시스,77,3,11
11578424,SM프로헤어 본점,19,1,10
1853195556,탁미연헤어,120,1,10
37127135,도고헤어,34,1,12
1173497337,미채움헤어,255,1,13
34269448,바이진 1호점,31,1,4
681712734,최영헤어,1,1,1
1950521506,살롱드마이미,12,1,3
38286957,BHJ 헤어스토리,1,1,2
19851677,와이스타일,9,1,3
1764039225,헤어제3공간,96,1,9
1854272109,감동,1,1,1
1031744868,리베르슈에뜨,2,1,1
1785282218,쌀롱오브슬아,2,1,1
1990571533,헤어칩,5,1,1
1191366421,이음머리공작소 건대역점,1,1,1
21617825,BONO,1,1,1
35489336,1st Style,1,1,1
503996819,시우공감,7,1,4
1251425326,작은사치헤어살롱,10,1,1
1167317501,어도러블헤어,1,1,1
1646440923,한헤어,1,1,1
1567149142,머리해라,1,1,1
1206235983,마이베,1,1,1
20828418,이승연헤어매직,1,1,1
37842515,러블리 헤어,1,1,1
36643411,피가로스미용실,1,1,9
20916808,유니나미용실,1,1,1
18833670,진선미헤어샵,1,1,1
1969628009,매력남녀,1,1,1
19410233,헤어사랑,1,1,1
471226711,오늘도 이쁘다,1,1,1
1782574929,동네미용실,1,1,1
1015156783,품격헤어,1,1,1
36763264,Y  HAIR,1,1,1
1958450908,다현헤어,1,1,1
736189108,토리헤어 아차산역점,1,1,1
1592831914,j에비뉴헤어,1,1,1
1804688461,B#,1,1,1
1209964072,플랜에이치 건대점,1,1,8
1382032176,열두달미장원,1,1,3
1344071006,다인헤어,1,1,1
1458737226,머리만들기,1,1,1
1866902764,MJ헤어,1,1,1
1886962399,살손헤어,26,1,7
1584625481,살롱딜라잇,9,1,1
1305735411,헤네,1,1,1
1194823699,su헤어,1,1,1
1361228736,민지유헤어,1,1,1
20859388,헤어SS,1,1,1
37064840,원헤어,1,1,1
1365614114,감동헤어,1,1,10
20111696,마벨헤어,1,1,1
19754077,파라포라,1,1,1
18015195,이계임미용실,1,1,1
1644599979,한빛미용실,1,1,1
20863016,김현애미용실,1,1,1
17991382,이화미용,1,1,1
1652291816,Stay101,1,1,1
1439350620,ZOOT미용실,1,1,2
35568126,헤어포인트,1,1,11
1114005688,라온헤어,1,1,1
1822958774,32비긴,73,1,10
1249393118,리리스타미용실,1,1,1
1020863552,컷&맨,1,1,1
1942853156,커틸다헤어살롱 건대점,12,1,6
1576542446,JC남성커트,1,1,1
1858268212,미니스 컷,1,1,1
1824208732,유앤헤어,1,1,1
1838900803,오땡큐,1,1,1
1379142726,라엘헤어,1,1,1
1596945310,아름다울 휘 헤어,13,1,6
1464367906,클래식헤어샾,1,1,1
1465971569,색갈은짙은갈색,1,1,8
1285676611,리안헤어 구의역2호점,108,1,10
1888457428,프로젝트 라빠헤어 건대점,1,1,6
1361591512,스타헤어,1,1,1
20943381,스타헤어샵,1,1,1
33409846,헤어프로포즈,1,1,1
1803310058,살롱드마리,3,1,4
1396931870,장살롱,1,1,1
1945479394,헤어쥬키,1,1,1
1590861847,볼륨헤어,1,1,1
35013646,헤어벨리시마 건대점,177,1,11
1647484731,비에스헤어갤러리,48,2,10
1315188725,헤어살롱 기쁘다 건대점,180,2,15
1762977808,살롱 드 아우라,5,1,1
36864696,퍼플헤어,1,1,1
37823510,박승철헤어스투디오 광나루역점,45,1,10
1922282688,자이헤어,1,1,1
1302439523,박공헤어 화양세종하우스,83,1,10
1355755327,인생미용실,1,1,1
20909013,나라헤어,1,1,1
1504947010,나라헤어갤러리,1,1,1
36416940,미오름헤어 1호점,68,1,6
1137018650,더민헤어,1,1,1
977547143,한스헤어,1,1,1
1520064272,수영헤어,1,1,1
1841511937,다시스물,1,1,4
1700234010,퀸헤어필,1,1,1
37822278,해어화미용실,12,1,1
34333191,예쁜머리,1,1,1
1356955783,WE헤어 중곡점,1,1,1
1508272233,모비치,1,1,1
20780599,리시오헤어,1,1,1
1433600121,우연히 헤어살롱,29,1,5
1306989379,솔 헤어,1,1,1
1911531119,남성헤어샵베테랑,1,1,1
36072086,리안헤어 구의역점,293,1,10
1752531117,청춘헤어,1,1,1
1386626243,이룩헤어,60,1,10
1733858283,살롱드뮤즈,1,1,1
1722437544,리안헤어 군자역점,263,1,7
1354126772,헤어바이원,1,1,1
1082296954,헤어하우스361,8,1,1
1100245850,예진샵,4,1,1
34897494,바이진 2호점,12,1,4
1053657614,티지헤어 스페이스세종대점,26,1,3
1586455329,늘 헤어,1,1,1
1736021282,헤어제이,8,1,1
1678517698,채현헤어샵,1,1,1
1061861244,라청담미용실,3,1,2
1615616225,다미헤어,1,1,1
1965079084,노네임헤어살롱,1,1,1
17971465,디보쉬헤어 강변점,21,1,9
13158594,펌앤컷,1,1,1
1770814372,한결꾸밈,3,1,5
1573516849,BIG STAR HAIR,4,1,2
21872405,준오헤어 강변역점,36,1,10
1325693362,더 perm 헤어,1,1,1
1947975622,오늘 헤어,4,1,1
1721572280,에이컨셉 구의점,34,1,7
1246014854,영아쌀롱,4,1,1
1917865107,샵890헤어살롱,2,1,1
1976619510,지엔에이치 헤어,7,1,9
20927915,아름다운머리,1,1,1
1656819391,혜민살롱,2,1,1
1613162649,벨롱헤어,1,1,1
20880143,금발미용세상,1,1,1
36005246,은하미용실,1,1,1
20872356,쎄븐미용실,1,1,1
13151827,미샵 구로시장점,1,1,1
11857208,온천미용실,1,1,1
20868637,솔로몬미용실,1,1,1
20880038,반도미용실,1,1,1
20899050,비녀헤어라인,1,1,1
20872404,송이미용실,1,1,1
20837647,경미용실,1,1,1
20872303,공주만들기,1,1,1
31936151,이가자헤어비스 현대시티아울렛가산점,100,1,10
18502357,이태리미용실,1,1,1
13175964,최가을헤어드레서 가산점,1,1,1
237216250,애플헤어,1,1,1
1338907217,가디 헤어샵,8,1,3
18965783,빠리헤어샵,1,1,1
37634035,이준성헤어,1,1,1
845289414,베스트남성전문컷,1,1,1
1551115773,대성머리나라,1,1,1
1456630071,머리이야기,1,1,1
20918009,금홍미용실,1,1,1
18451209,엔젤헤어샵,1,1,1
20933225,영주미용실,1,1,1
36005247,수향미용실,1,1,1
1081839646,만민헤어샵,1,1,1
18965461,유해진미용실,1,1,1
20842272,은경미용실,1,1,1
1830984276,연길미용실,1,1,1
1458901378,시대미용,1,1,1
38445694,카라앤헤어,1,1,1
20911461,오거리미용실,1,1,1
31400748,꽃님미용실,1,1,1
20902897,또또와미용실,1,1,1
11628727,여우단장헤어샵,1,1,1
1963292373,고은헤어,1,1,1
1909291638,로사헤어,1,1,1
35623536,헤어아티스트M 구로역점,144,1,10
37742097,금화미장,1,1,7
1112185222,4D헤어 구로1호점,23,1,1
37993038,4D헤어 본점,20,1,8
1709897130,좋은날헤어샵,1,1,1
35891297,숲,1,1,1
20891389,라인헤어,1,1,1
20837588,우성헤어샵,1,1,1
1297161100,조윤정헤어샵,1,1,1
37765507,퍼스널헤어,1,1,6
21904990,살롱드샤름,1,1,1
20856769,JC헤어,1,1,1
20853016,아름미용실,1,1,1
12772145,라인스헤어,1,1,1
1255978413,박용미헤어커커,1,1,1
1115271163,윤진헤어,1,1,1
20837658,허브헤어샵,1,1,1
1044953974,박용진헤어아트,1,1,1
20841546,느낌있는미용실,1,1,1
1920809796,민재미용실,1,1,1
20876169,헤어갤러리여경,1,1,1
1160109280,가위손헤어샵,1,1,1
1054403488,일마레미용실,1,1,1
20891390,세이브헤어샵,1,1,1
20845262,이태리헤어,1,1,1
20864644,챠밍헤어방,1,1,1
20829746,소망미용실,1,1,1
18492833,리안헤어 오류점,53,1,10
1264427319,박철헤어칼라,1,1,1
18959970,란미용실,1,1,1
20910551,고개미용타운,1,1,1
20880207,윤헤어펌,1,1,1
34357789,우리미용실,1,1,1
13150617,송미용실,1,1,1
1857995759,주나헤어리더,1,1,1
20880256,유정헤어,1,1,1
18967637,허지원머리방,1,1,1
1401441702,셀라미용실,1,1,1
20914344,이관순미용실,1,1,1
18970860,새창조헤어센스,1,1,1
20937127,새로본미용실,1,1,1
36005245,새미나 미용실,1,1,1
20860589,수민머리방,1,1,1
36005232,까망머리방,1,1,1
1451210042,행운헤어샾,1,1,1
20860610,임금이O2미용실,1,1,1
20849223,수지미용실,1,1,1
18491648,박영숙헤어샵,1,1,1
20929470,로사리아헤어피부미용실,1,1,1
1190958459,나나헤어라인,1,1,1
1159729017,에스더미용실,1,1,1
20876125,박헤어모드,1,1,1
1518397780,그린미용실,1,1,1
12963340,깍구뽁구미용실,1,1,1
20860794,세리미용실,1,1,1
20914439,머리하는날,1,1,1
1063100181,나드리헤어,1,1,1
20856925,다솜미용실,1,1,1
20856749,샤론헤어아트,1,1,1
20910683,스칼렛헤어시티,1,1,1
1125805462,솔노명헤어라인,1,1,1
18490226,안인숙미용실,1,1,1
18494082,머리풍경,1,1,1
20914295,세트헤어,1,1,1
1280938975,미인헤어커커,1,1,1
1451966250,김민경미용실,1,1,1
36005228,이화칼라헤어,1,1,1
34356652,리안헤어 남구로역점,71,1,8
1222846551,에스엘 헤어,3,1,1
18480897,쿨헤어,1,1,1
1155919644,헤어 룩스,2,1,1
18964518,24시헤어샵,1,1,1
38495007,헤어바이민,2,1,1
1752354147,리오헤어샵,1,1,1
37662995,JUST CUT,1,1,1
34321449,컷트클럽,1,1,1
1612223068,살롱드제이,3,1,1
20925841,핸썸가이,1,1,1
35949390,라벨르헤어,1,1,1
1083297463,미랑컬미용실,1,1,1
1615764668,박소현헤어,1,1,1
18480890,점프쿨헤어,1,1,1
1147871548,가위소리,1,1,1
36005243,쿨가이남구로역점,1,1,1
19412416,희헤어샵,1,1,1
1833841164,듀크헤어,1,1,1
1969245248,헤어스토리,1,1,1
20821738,이레미용실,1,1,1
18478685,서민정헤어모드,1,1,1
18957490,헤어매직미용실,1,1,1
18962076,에코미플러스구로점,1,1,1
1651609728,스타헤어샵,1,1,1
1517658755,수앤수헤어,1,1,1
1158671409,Style hair view,1,1,1
1478366540,미시헤어클럽,1,1,1
20864467,헤어앤,1,1,1
1276770161,미즈헤어,1,1,1
20895258,영미용실,1,1,1
1627631698,이윤주헤어팜,1,1,1
k1112449125,가위헤어,1,1,1
20880219,선영의상실,1,1,1
197187108,이레헤어샵,1,1,1
1954860419,강녕미용실,1,1,1
18958110,조장가헤어샵,1,1,1
18963492,모나리자미용실,1,1,1
20847998,김연옥헤어샵,1,1,1
18480893,김혜경미용실,1,1,1
1108881950,연화헤어샵,1,1,1
20902909,머리때문에미친사람들,1,1,1
1392016216,힐링컬헤어샵,1,1,1
19412802,채미란미용실,1,1,1
1439992432,왕눈이헤어,1,1,1
18960738,서울미용실,1,1,1
20914370,토탈헤어샵,1,1,1
21235530,JMJ 헤어,1,1,1
38562980,헤어팡팡,1,1,1
18488123,명헤어숍,1,1,1
1676766853,개성시대헤어샵,1,1,1
35444609,오드리햅번,1,1,1
1897257096,그린미용실,1,1,1
32101235,머리만들기미용실,1,1,1
18458817,머리여울미용실,1,1,1
20821814,신아헤어갤러리,1,1,1
18487294,화이트헤어클럽,1,1,1
1984674400,심순임헤어포인트,1,1,1
37026032,태후사랑 구로점,1,1,1
20895097,초이헤어뱅크,1,1,1
1064832947,세빈헤어,1,1,1
20829654,헤어스토리,1,1,1
20918031,헤어도우미,1,1,1
20940915,술람미헤어샵,1,1,1
1268737665,헤어닥터,1,1,5
18970904,조연복헤어숍,1,1,1
18432883,글로리아미용실,1,1,1
20880138,헤어리더,1,1,1
20829728,댕기머리미용실,1,1,1
20876305,까꼬뽀꼬미용실,1,1,1
20933463,헤어갤러리,1,1,1
20833575,귀빈머리방,1,1,1
20880100,헤어플러스,1,1,1
1054163726,윤미용실,1,1,1
1188406500,멋내기터,1,1,1
20849078,미성헤어타운,1,1,1
1458888293,찰리장헤어뉴스,1,1,1
20906674,블루클럽 개봉역점,1,1,1
18475496,머리하는곳,1,1,1
19417482,머리나라,1,1,1
20856640,컷트클럽미용실,1,1,1
20852851,인숙헤어라인,1,1,1
36005231,미미미용실,1,1,1
20837674,박선정헤어크리닉,1,1,1
1579582385,김재숙헤어클리닉,1,1,1
18490224,김은식헤어샵,1,1,1
1875262693,YOU헤어연출,1,1,1
13150712,소다미용실,1,1,1
20855515,소다헤어디자인,1,1,1
1910535600,수림헤어,1,1,1
35782297,한스헤어뱅크,1,1,1
20925561,신데렐라미용실,1,1,1
38635547,김혜정헤어스튜디오,1,1,1
1243232096,머리마을미용실,1,1,1
20902882,삼환미용실,1,1,1
20918139,hairflair,1,1,1
20933432,제이헤어클리닉,1,1,1
1905380958,필헤어라인,1,1,1
35545869,이즈헤어,1,1,1
20902784,헤어센스연출,1,1,1
1618613662,S선헤어샵,1,1,1
1153347781,파마나라,1,1,1
20849122,윤헤어클럽,1,1,1
20825657,마루마리,1,1,1
34689172,헤어아티스트M 영등포점,163,1,10
35346829,아톰헤어 성신여대본점,75,1,10
36410250,헤어아티스트M 마포점,69,1,10
31144138,헤어아티스트M 중앙대점,83,1,4
13523247,헤어아티스트M 당산점,67,1,6
39989542,청담동미용실,1,1,11
36663115,헤어아티스트m 용산점,230,1,5
31887065,헤어아티스트M 상도점,84,1,6
38404559,헤어아티스트M 공덕점,82,1,10
1498257788,헤어아티스트M 헬리오시티송파점,8,1,6
1944592669,헤어아티스트M 마포구청역점,97,1,3
1619226229,헤어아티스트M 잠실점,27,1,9
1831086081,헤어아티스트M 오금점,56,1,7
38701458,문헤어 M점,4,1,2
1190115737,헤어아티스트M 양평역점,15,1,1
38345647,헤어아티스트M 연희점,20,1,5
19501037,M헤어,1,1,1
1299898203,m헤어,1,1,1
1529658046,살롱드M,1,1,1
13583105,엠스타일,1,1,1
18972104,가위손미용실,1,1,1
18961234,베스트헤어샵,1,1,1
1295040274,윤머리방,1,1,1
1886212069,박상희미용실,1,1,1
20899070,노랑머리미용실,1,1,1
1260171648,김연화헤어숍,1,1,1
1595514180,금화헤어샾,1,1,1
1712995075,초이헤어샵,1,1,1
1948796980,대세계미용실,1,1,1
18959662,띠앗머리,1,1,1
1855160052,민주헤어,1,1,1
1917664300,선미용실,1,1,1
1405512818,김영순헤어모드,1,1,1
1655052731,살롱BJ,1,1,1
18451653,여의헤어,1,1,1
1542715625,성성미헤어,1,1,1
20925640,장미헤어샵,1,1,1
20841296,수미헤어,1,1,1
20829835,홍진미용실,1,1,1
20899009,런던헤어샵,1,1,1
20825745,주영헤어,1,1,1
18432910,헤어모드,1,1,1
20841345,헤어5.5,1,1,1
1702256444,혜성미용실,1,1,1
20829934,박장가위미용실,1,1,1
1797274498,민들레헤어샵,1,1,1
20825659,이경희헤어샵,1,1,1
20841498,오투헤어플러스,1,1,1
11729786,블루클럽 신도림점,1,1,1
1111979655,해바라기미용실,1,1,1
1998802965,보기 헤어,1,1,1
20940898,홍성희헤어샵,1,1,1
1386556082,최진경헤어갤러리,1,1,1
1671658980,이재은헤어,1,1,1
20872304,UP헤어,1,1,1
11697347,박헤어라인,1,1,1
18485806,헤어어딕트,1,1,1
20864740,가위소리미용실,1,1,1
1732836040,미미헤어,1,1,1
20853008,허브헤어,1,1,1
20914309,쌍둥이네헤어샵,1,1,1
20845314,또또와미용실,1,1,1
20914349,이레미장,1,1,1
20910649,제일미용실,1,1,1
13487078,아이펠마르 구로점,3,1,5
1092885534,명헤어,1,1,1
20864670,골드헤어샵,1,1,1
36005249,그래서미용실,1,1,1
20872172,꾸미지헤어,1,1,1
1798253476,헤어터치,1,1,1
20841368,서지혜헤어필,1,1,1
20902851,머리멋내기,1,1,1
18494290,황이수헤어겔러리,1,1,1
20918173,미좋은느낌,1,1,1
20898984,글로리아미용실,1,1,1
19542960,박승철헤어스투디오 구로롯데마트점,6,1,1
20940885,머리사랑,1,1,1
18360714,쁘띠뜨헤어,3,1,10
20856784,은깨비미용실,1,1,1
1125776324,현정헤어샵,1,1,1
20857247,세븐원미용실,1,1,1
766428195,헤어랑,1,1,1
1931507504,채연프로헤어,1,1,1
20902908,소연미용실,1,1,1
20895187,김지민헤어라인,1,1,1
20895296,진헤어샵,1,1,1
20895184,엘림헤어샵,1,1,1
18491366,더보이 본점,1,1,1
37402747,리소헤어 구로디지털단지점,51,1,10
18432907,배금자미용실,1,1,1
11729787,블루클럽 오류점,1,1,1
766208980,H스타일 신도림점,1,1,1
1275507221,머리꾸미기,1,1,1
1055992384,미가헤어라인,1,1,1
1194814350,사라임미용실,1,1,1
391159117,에이치스타일 헤어살롱 구일점,33,1,1
20929525,비엔나헤어샵,1,1,1
20849290,가은헤어클리닉,1,1,1
36520352,박준뷰티랩 신도림점,69,1,11
20841292,컷트클럽궁동점,1,1,1
1515416635,체리헤어,1,1,1
38642518,리안헤어 개봉푸르지오점,3,1,1
31812214,Bambi hair,41,1,3
1402290248,개봉살롱,1,1,1
35516594,살롱라피네,1,1,1
34907163,QueenHair,1,1,1
37385995,미소헤어,1,1,2
1146979626,헤어 푸르지오,1,1,2
1818578695,레드헤어,1,1,1
1151130961,머리친구,4,1,1
1574432507,창포헤어,1,1,1
34922582,하얀헤어,1,1,1
1164728491,타임플러스 개봉푸르지오점,1,1,1
20914342,하니헤어리더,1,1,1
36939935,꽃단장헤어,1,1,1
1309762416,란헤어,1,1,1
20918125,김미숙헤어샵,1,1,1
1916046797,미니미니HAIR,1,1,1
11660170,남선교헤어토크,1,1,1
1825248520,아뜨리에,1,1,1
20887680,소망헤어샵,1,1,1
1124683126,Heyjoo hair salon,1,1,1
18454536,멋내기터,1,1,1
1153602362,아름헤어샵,1,1,1
20933449,기분좋은날,1,1,1
18969761,에어로헤어살롱1호점,1,1,1
1082880469,머리하는날,1,1,1
1358146798,체인지헤어샵,1,1,1
1635811761,은머리방,1,1,1
11480239,조효숙미용실,1,1,1
1564505434,뿜헤어,1,1,1
20884001,ZIOHair,1,1,1
1715922280,탐나헤어,1,1,1
1730305203,금은미용실,1,1,1
1588375214,헤어톡톡,1,1,1
1132427990,굿모닝헤어,1,1,1
1129484550,장서희헤어칼라,1,1,1
34354991,루킹헤어,1,1,1
20940871,신데렐라,1,1,1
20921845,칠보단장헤어샵,1,1,1
20884031,은호헤어갤러리,1,1,1
19408937,정미용실,1,1,1
31305892,로즈마리헤어,1,1,1
37932727,제오헤어 신도림역점,85,1,2
1005090551,에벤에셀헤어샵,1,1,1
1260435539,클레오파트라,1,1,1
20895201,가위소리헤어,1,1,1
20856655,주연헤어샵,1,1,1
20864656,여성의도시헤어뱅크,1,1,1
18961490,도도헤어콜렉션,1,1,1
20887725,버르장머리,1,1,1
1058448372,e-헤어,1,1,1
18454540,미소유,1,1,1
1114248318,정숙헤어샵,1,1,1
1327404949,헤즈헤어,1,1,1
833387128,누벨바그헤어살롱 신도림점,85,1,9
18970394,헤어비타민,1,1,1
1116257973,카라헤어,1,1,1
20918066,서림미용실,1,1,1
20933317,엘림미용실,1,1,1
13144668,제오헤어 오류점,141,1,11
1607861471,스마일헤어샵,1,1,1
1333016635,하날살롱,6,1,1
1903582367,신데렐라미용실,1,1,1
18463698,미즈헤어샵,1,1,1
1472517334,헤어톡,1,1,1
36740487,쉬크헤어살롱,1,1,1
1029239360,쉬크헤어,1,1,1
37997771,청춘미장,9,1,8
20833563,센스헤어,1,1,1
1954187510,고영민헤어,1,1,1
1848455903,정쌤헤어,1,1,1
1531437370,사자머리,1,1,1
990066824,세라헤어샵,1,1,1
1944190213,플랜에이치 개봉점,12,1,1
20918086,헤어홀릭,1,1,1
20825903,김혜리헤어살롱,1,1,1
20856840,여우헤어,1,1,1
20872246,헤어디자인,1,1,1
20914406,가인헤어,1,1,1
19409144,헤어포스,1,1,1
20856834,유진헤어,1,1,1
20856965,양미경헤어라인,1,1,1
20929407,예쁜머리,1,1,1
20070682,타마루헤어,1,1,1
1989200338,동원미용실,1,1,1
32101454,하은헤어샵,1,1,1
1234756960,햇살미장,1,1,1
1845110419,헤어클럽,1,1,1
1380025513,신데렐라,1,1,1
1519999365,프로젝트라빠헤어 구로디지털단지점,18,1,1
20925576,머리쟁이,1,1,1
36996104,리안헤어 개봉역점,1,1,1
20721082,이철헤어커커 현대백화점 디큐브시티,82,1,1
34356348,헤어짱,1,1,1
38548276,수헤어,1,1,1
1927175976,수미용실,1,1,1
20969677,윤용애헤어갤러리,1,1,1
35044891,바니헤어,1,1,1
37890643,미랑컬헤어 오류동점,10,1,4
20910432,홍미애꾸미지오,1,1,1
19971847,미랑컬헤어 개봉2동점,26,1,1
1231253345,어썸제이헤어,1,1,1
20933249,헤어포인트,1,1,1
36005239,천인미용실,1,1,1
1684782828,아우라헤어,1,1,1
1055970752,힐링헤어,1,1,1
20902772,북경미용실,1,1,1
36526166,린헤어,1,1,1
19996756,헤어이마쥬,1,1,1
1258477274,로이드밤 구로점,94,1,6
1125754052,우수연헤어샵 고척점,1,1,1
36005240,지연헤어샵,1,1,1
1867556073,헤어이즈,1,1,1
30805739,최지혜헤어story,1,1,1
36417028,아이유헤어,1,1,1
38557663,나이스가이 구일점,1,1,1
1128700973,길인미용실,1,1,1
34357545,미헤어라인,1,1,1
32278258,현s 헤어,1,1,1
37822609,참빛머리결,1,1,1
1983586710,클로버헤어,1,1,1
33625535,까미헤어,1,1,1
1777787456,샤방샤방헤어샵,1,1,1
1595988501,영헤어,1,1,1
441182733,스타일헤어,1,1,1
37642636,모드니헤어,1,1,1
1790622423,더헤어,1,1,1
1522568273,더헤어,1,1,1
1712931357,카리스,1,1,1
37923683,민헤어,1,1,1
20880203,케이헤어,1,1,1
1264219888,까꼬샵,1,1,1
1162522052,사랑미용실,1,1,1
37943721,헤어바이헤이,1,1,1
1537418512,포맨,1,1,1
1107730304,나윤헤어,1,1,1
34356565,댕기헤어,1,1,1
13359523,지산헤어스토리,1,1,5
1744752524,비즈헤어,1,1,1
34883044,제오헤어 구로디지털단지점,155,1,8
1030392831,태후사랑 개봉1호점,1,1,1
1809999761,한은혜 미용실,1,1,1
1101339448,줄리헤어,1,1,1
1840501619,Hair by 윤,1,1,1
36878425,보그헤어 신도림역점,178,1,10
1869304437,까치미용실,1,1,1
35152514,나즈 앤 나빈,67,1,10
35840337,이슈헤어,1,1,1
37429877,연헤어,1,1,1
35307002,리안헤어 신도림역점,62,1,9
1587139412,이철헤어커커 개봉역점,8,1,2
621252656,장화홍련헤어샵,1,1,1
20887645,천사헤어구로점,1,1,1
35657690,보그헤어 구로지밸리몰점,125,1,10
21129654,JM 헤어,1,1,1
31401543,헤어살롱윤슬,2,1,1
1504485330,비비안리헤어 신도림2호점,1,1,1
21824587,박준뷰티랩 구일점,39,1,8
1761979007,태후사랑 오류2동점,1,1,1
1175391923,헤어루시,1,1,1
1001153710,시상미용실,1,1,1
1669472931,머리못하는집 신도림108호점,1,1,1
543307948,리즈헤어,1,1,1
1241189483,여우헤어,1,1,1
38549376,택시헤어,1,1,1
1745447923,라움헤어,1,1,1
1459050026,엘가헤어,1,1,1
1550277481,태후사랑 궁동점,1,1,1
20872331,바비걸헤어,1,1,1
36406537,도로시헤어,1,1,1
1722780175,태후사랑,1,1,1
419361081,JY헤어 연지점,1,1,1
1711241265,제이와이헤어연지점,1,1,1
34355627,샤르망헤어,1,1,1
1797809882,도쿄헤어,16,1,3
37089778,살롱드제니,1,1,1
1498268781,오타쿠헤어살롱,1,1,1
1285303523,미장원1998,1,1,1
1139803013,이훈plan오류,1,1,1
1064658823,모나리자브로우,1,1,1
1290296884,가위소리,1,1,1
1371457542,헤어파크,1,1,1
20849299,미짱헤어,1,1,1
20852859,김영애헤어포인트,1,1,1
18490228,미앤미,1,1,1
1546177512,이지율뷰티,1,1,1
1446419029,레드헤어쿨 고척점,1,1,1
1242424007,미담헤어,1,1,1
1048812602,헤어핏,1,1,1
36868273,이진헤어 대림역점,50,1,5
37792696,토토헤어 온수점,1,1,1
1870019131,지민헤어,1,1,1
1850105040,코코헤어,1,1,1
1946420197,힐링헤어,1,1,1
36684464,가빈헤어,1,1,2
36868352,이훈ALL30000미용실 구로역점,1,1,1
1266522724,헤어짱,1,1,1
37026266,박엔헤어,1,1,1
1794114831,연세이레헤어,1,1,1
1823608698,전도서헤어,1,1,1
1933483058,김태희헤어샵,1,1,1
37402758,단미&그린비헤어,1,1,1
1388848012,미자르헤어,1,1,1
19949359,가위소리,1,1,1
37992862,제오헤어 개봉역점,47,1,1
1020264451,주헤어샵,1,1,1
1035102528,머리못하는집,1,1,1
1845028000,올리브헤어,1,1,1
1489576278,장연서헤어,1,1,1
1090191378,월화목금미용실,1,1,1
1413040380,미스터바오마리,1,1,1
1884745051,헤어뉴스,1,1,1
37568475,미소헤어,1,1,1
1327751462,비에스헤어,1,1,1
1485298056,지노헤어 구로디지털단지역점,3,1,1
37673396,박준뷰티랩 구로디지털역점,136,1,6
1001039240,향기속으로 천연염색,1,1,1
1017104815,라헤어,1,1,1
37854568,아지트헤어,1,1,1
1925537530,릴리헤어,1,1,1
20825740,소피아,1,1,1
k18433229,제이피씨,1,1,1
1252512641,차칸헤어,1,1,1
1743090155,리안헤어 고척시장점,1,1,1
252276649,머리못하는집,1,1,1
1723792898,금모래헤어,1,1,1
1543213992,선헤어,1,1,1
38667869,자유느낌,1,1,1
37992989,스카이헤어,16,1,1
37927866,헤어살롱 이수,20,1,7
38501169,B&J HAIR,1,1,1
38265323,위자드헤어,1,1,1
38328328,와바헤어,1,1,1
1146280373,지노헤어 오류점,1,1,3
35751302,리안헤어 구로디지털밸리점,69,1,10
33758657,리안헤어 고척점,58,1,4
1943050493,바비헤어,1,1,1
38452163,헤어 마루,1,1,1
1120640628,중앙헤어센스,1,1,1
1782339720,우리헤어샵,1,1,1
38551051,리안헤어 구일역점,32,1,4
38654957,순수한헤어,4,1,1
1015179780,머리못하는집 개봉134호점,1,1,1
36920175,다올헤어샵,1,1,5
335795790,도시남자,16,1,1
607928616,핸썸가이,1,1,1
1110818655,박지수헤어,1,1,1
20856884,헤어카페희망,1,1,1
1873493786,수헤어샵,1,1,1
20841461,서여미장,1,1,1
20925662,헤어포인트,1,1,1
1207844040,샤론미용타운,1,1,1
1274269515,버튼비헤어,13,1,8
36233391,제오헤어 구로디지털태평양점,76,1,11
20829778,헤어민트,1,1,1
397230526,커트맨,18,1,1
496999523,토리헤어 개봉역점,1,1,1
820736352,케이헤어 미용실,1,1,1
825323946,나이스가이 구로디지털점,1,1,1
565144290,헬로우컷 고척사거리점,1,1,1
1511874604,민헤어,1,1,1
940567423,헤어끼,1,1,1
1020681560,구뜨헤어살롱,1,1,1
1093901877,스위트벙커 구로2지점,1,1,10
1237776745,살롱드주아,1,1,1
33212702,머리물들이는날,1,1,1
1561522440,몬트헤어살롱,12,1,3
1549842418,다윤헤어,1,1,1
1848328270,어메이징헤어 오류점,39,1,3
1486527082,감동헤어,1,1,1
1391495115,리리의커트룸,9,1,1
37221648,써드힐 헤어스파,131,1,4
1356837400,마주봄 헤어,6,1,2
1192085748,메이제이헤어,62,1,11
1445299338,보이스클럽,1,1,1
1673344874,살롱드미가,1,1,1
1005938511,마라조,1,1,1
20925635,베누스헤어,1,1,1
1173581208,안나헤어샵,1,1,1
1139068549,공감헤어,1,1,1
20884002,코코헤어,1,1,1
1497459282,물들이다,33,1,7
1370634986,나무헤어,1,1,1
38003585,이화헤어,1,1,1
1805864110,제이헤어 헤어샵,6,1,1
38259203,w헤어,1,1,1
1587798022,다소니헤어,1,1,1
1428284759,에스더헤어,1,1,1
1138329572,진헤어샾,1,1,1
1128641636,친환경머리염색,1,1,1
1097049943,란헤어,1,1,1
1978282800,플랜에이치 고척점,55,1,10
1801787426,헤어피플,1,1,1
1899562012,무지개미용실,1,1,1
1878075185,김미장원,1,1,1
