,store_id,store_id_only_num,store_name,booking,receipt,blog,total
202,s11726505,11726505,준오헤어 대치점,143,1,10,154
203,s416973904,416973904,살롱드에드가,147,1,5,153
204,s13144668,13144668,제오헤어 오류점,141,1,11,153
205,s1596435812,1596435812,아이디헤어 강남511타워점,126,15,10,151
206,s1848449747,1848449747,이철헤어커커 송파헬리오시티,140,1,10,151
207,s37413618,37413618,아이디헤어 반포3호점,138,2,11,151
208,s11830137,11830137,박준뷰티랩 강남역점,139,1,10,150
209,s19963039,19963039,이철헤어커커 서울대입구점,139,1,10,150
210,s81329705,81329705,아이디헤어 대치점,137,3,10,150
211,s37896710,37896710,반함,138,1,10,149
212,s1809226710,1809226710,박승철헤어스투디오 미아사거리점,137,1,10,148
213,s673942969,673942969,G9 hair,137,1,10,148
214,s37997702,37997702,박승철헤어스투디오 신방화역점,136,1,11,148
215,s37160820,37160820,헤어바이반룬하우트 대치점,136,1,10,147
216,s36420528,36420528,박승철헤어스투디오 잠실홈플러스점,135,1,11,147
217,s1834620751,1834620751,이가자헤어비스 종로점,135,1,10,146
218,s18233978,18233978,준오헤어 사당역점,135,1,10,146
219,s1166710785,1166710785,티지헤어 오테르길음역점,134,1,11,146
220,s30853065,30853065,살롱드프롬 연신내점,133,1,11,145
221,s33937612,33937612,리안헤어 가양자이타워점,134,1,10,145
222,s13332490,13332490,준오헤어 중계은행사거리점,133,1,10,144
223,s122597850,122597850,영등포미용실엘라인,133,1,10,144
224,s36294720,36294720,브로스헤어살롱,133,1,10,144
225,s577678599,577678599,바오 본점,133,1,10,144
226,s266594009,266594009,리안헤어 마곡역점,132,1,10,143
227,s205473861,205473861,준오헤어 반포점,128,4,11,143
228,s37673396,37673396,박준뷰티랩 구로디지털역점,136,1,6,143
229,s1203957780,1203957780,메이봄헤어 강남본점,130,3,10,143
230,s33696507,33696507,준오헤어 삼성역점,131,1,10,142
231,s1148792779,1148792779,로이드밤 불광역점,139,1,2,142
232,s37426933,37426933,최가을헤어드레서 공덕점,128,3,11,142
233,s602642067,602642067,준오헤어 명일역점,130,1,10,141
234,s1210064106,1210064106,박준뷰티랩 뚝섬유원지역점,138,1,2,141
235,s1524176850,1524176850,라트리헤어 스파힐 강동베르점,129,1,11,141
236,s13372500,13372500,박준뷰티랩 이수역점,128,1,12,141
237,s587514840,587514840,리안헤어 방이역점,137,1,3,141
238,s36443298,36443298,박공헤어 약수하우스,130,1,10,141
239,s1861231987,1861231987,로이드밤 구파발역점,130,1,10,141
240,s1489662508,1489662508,로이드밤 신길점,131,2,7,140
241,s1067087521,1067087521,준오헤어 건대역1호점,129,1,10,140
242,s52738799,52738799,아이디헤어 롯데몰은평점,127,3,10,140
243,s38758519,38758519,하츠헤어,130,1,9,140
244,s36333472,36333472,라브리지헤어 명동점,122,2,15,139
245,s36683944,36683944,살롱에이 목동점,128,1,10,139
246,s36294833,36294833,베이바이허슬기 그린점,128,1,10,139
247,s36561078,36561078,커밍헤어,128,1,10,139
248,s21518365,21518365,파란헤어 강남허브점,127,1,10,138
249,s854312254,854312254,박공헤어 금호하우스,129,1,8,138
250,s1803659110,1803659110,준오헤어 은평롯데몰점,126,1,10,137
251,s1426279116,1426279116,수인스타일 삼성점,124,1,12,137
252,s37673416,37673416,준오헤어 강남4호점,126,1,10,137
253,s1847784815,1847784815,아리스타타헤어,126,1,10,137
254,s36795613,36795613,헤어살롱오브 본점,124,2,11,137
255,s37793766,37793766,더 부띠끄 왕십리점,123,1,13,137
256,s13306273,13306273,이가자헤어비스 수색이마트점,129,1,7,137
257,s1799794742,1799794742,박준뷰티랩 신풍역,125,1,10,136
258,s35657690,35657690,보그헤어 구로지밸리몰점,125,1,10,136
259,s1426906449,1426906449,에이엠톤 합정점,132,1,3,136
260,s37221648,37221648,써드힐 헤어스파,131,1,4,136
261,s36782134,36782134,머시헤어 3호점,125,1,10,136
262,s1516095669,1516095669,리소헤어 홍대2호점,125,1,10,136
263,s35338095,35338095,살롱드에비뉴 사가정점,117,2,16,135
264,s1060808484,1060808484,로이드밤 방배역점,126,1,8,135
265,s702774211,702774211,더크라운헤어 서교점,123,1,11,135
266,s1876700203,1876700203,뷰티어스 남부터미널점,122,1,11,134
267,s32514393,32514393,박승철헤어스투디오 가산역1호점,127,1,6,134
268,s35178693,35178693,제오헤어 신내점,123,1,9,133
269,s166461227,166461227,용산미용실살롱오디너리,121,1,11,133
270,s1460080199,1460080199,이철헤어커커 금천구청롯데캐슬점,121,1,10,132
271,s1089479751,1089479751,리프레쉬헤어,121,1,10,132
272,s1853195556,1853195556,탁미연헤어,120,1,10,131
273,s1542871582,1542871582,이가자헤어비스 잠실새내역점,127,1,3,131
274,s1865773646,1865773646,다윈헤어,124,1,5,130
275,s35507020,35507020,제오헤어 건대점,118,1,10,129
276,s18692364,18692364,리안헤어 노량진점,117,1,10,128
277,s36912626,36912626,에떼르넬헤어살롱 사옥점,117,1,10,128
278,s1188332883,1188332883,로이드밤 우장산역점,116,1,10,127
279,s33944112,33944112,살롱드프롬 성신여대점,115,1,11,127
280,s1952451604,1952451604,이철헤어커커 후암점,125,1,1,127
281,s33373559,33373559,살롱드 비쥬벨헤어,115,1,10,126
282,s37207295,37207295,준오헤어 합정메세나폴리스점,114,2,10,126
283,s1976237263,1976237263,아르미헤어 YMS타워 본점,114,1,11,126
284,s1317510527,1317510527,스프레이헤어,121,1,3,125
285,s12978047,12978047,순시키헤어 밤헤드,112,1,11,124
286,s31531064,31531064,더감동 미아본점,113,1,10,124
287,s68672740,68672740,ZS헤어살롱,112,2,10,124
288,s36655536,36655536,제오헤어 화곡역점,113,1,10,124
289,s1959539654,1959539654,탐스런헤어 탐스퀘어점,114,1,7,122
290,s38667038,38667038,아마릴리스헤어살롱,106,1,14,121
291,s33252527,33252527,반룬하우트 길동점,110,1,10,121
292,s1433702552,1433702552,프로젝트라빠헤어 홍대3호점,111,1,9,121
293,s1780225531,1780225531,박공헤어 서울숲하우스,118,1,2,121
294,s1913653523,1913653523,로이드밤 교대점,109,2,10,121
295,s37408783,37408783,리안헤어 명지대점,117,1,2,120
296,s791805874,791805874,어반그라운드헤어 구파발역점,109,1,10,120
297,s816971052,816971052,제오헤어 장승배기역점,114,1,4,119
298,s13372499,13372499,박준뷰티랩 총신대점,103,1,15,119
299,s20103169,20103169,준오헤어 신촌점,108,1,10,119
300,s1285676611,1285676611,리안헤어 구의역2호점,108,1,10,119
301,s38310407,38310407,넌데일리,108,1,10,119
302,s1248134203,1248134203,박승철헤어스투디오 성신여대점,108,1,10,119
303,s35940444,35940444,박승철헤어스투디오 연신내점,117,1,1,119
304,s1730779484,1730779484,리안헤어 태릉입구역점,112,1,6,119
305,s31295769,31295769,리안헤어발산점,106,2,10,118
306,s36663176,36663176,리소헤어 강남점,107,1,10,118
307,s36740040,36740040,지노헤어 한양대점,107,1,10,118
308,s1675766998,1675766998,라라엘헤어,113,1,4,118
309,s38676962,38676962,지노헤어 숭실대1호점,108,1,9,118
310,s1820918651,1820918651,더퍼스트헤어 미아점,110,1,7,118
311,s18569655,18569655,준오헤어 당산역점,105,2,10,117
312,s1480588120,1480588120,준오헤어 신내점,109,1,7,117
313,s37008926,37008926,리소헤어 연세로점,105,1,10,116
314,s35386890,35386890,준오헤어 신림역2호점,105,1,10,116
315,s1424120514,1424120514,이철헤어커커 강남차밍점,114,1,1,116
316,s18383548,18383548,프리스타일헤어 등촌점,104,1,11,116
317,s11724319,11724319,박승철헤어스투디오 문정점,105,1,10,116
318,s305535418,305535418,달공이네 미장원,102,3,11,116
319,s21787792,21787792,제오헤어 군자점,105,1,10,116
320,s38648039,38648039,리소헤어 신림점,105,1,10,116
321,s18119346,18119346,니어앤디어 hair salon,105,1,10,116
322,s11726509,11726509,준오헤어 돈암2호점,110,1,4,115
323,s13372485,13372485,박준뷰티랩 방배점,104,1,10,115
324,s1541655992,1541655992,살롱드프롬 연신내화이트점,108,1,6,115
325,s37869663,37869663,이가자헤어비스 잠실롯데점,102,2,10,114
326,s529777006,529777006,리소헤어 이대점,102,1,11,114
327,s36779229,36779229,준오헤어 왕십리역 2호점 VIP,103,1,10,114
328,s13060126,13060126,양리헤어,103,1,10,114
329,s31357462,31357462,준오헤어 이대2호점,103,1,10,114
330,s1287988275,1287988275,이가자헤어비스 신림삼모타워점,102,1,11,114
331,s12985219,12985219,리브헤어,101,2,11,114
332,s1514215732,1514215732,그레,102,1,10,113
333,s1820078779,1820078779,스타밀리언살롱,99,3,11,113
334,s1685040384,1685040384,박승철헤어스투디오 독산롯데캐슬점,105,1,6,112
335,s12053288,12053288,프랑크프로보 명동,100,1,11,112
336,s21697598,21697598,에즈헤어라운지 화곡점,101,1,10,112
337,s37383715,37383715,준오헤어 길동역점,101,1,10,112
338,s1949930228,1949930228,별빛오름 노량진점,102,1,9,112
339,s33956745,33956745,오다헤어 경리단길점,99,1,11,111
340,s31936151,31936151,이가자헤어비스 현대시티아울렛가산점,100,1,10,111
341,s36504199,36504199,헤어그리미,109,1,1,111
342,s1695963033,1695963033,보그헤어 중랑역점,100,1,10,111
343,s1241650692,1241650692,데몬헤어 신촌점,99,1,10,110
344,s13106020,13106020,리안헤어 잠실역점,99,1,10,110
345,s1356188133,1356188133,살롱드프롬 금호점,107,1,2,110
346,s1509308410,1509308410,준오헤어 신사역세로수길점,102,2,6,110
347,s36642935,36642935,아이벨르팜므 신방화역점,99,1,10,110
348,s331581426,331581426,세븐에비뉴 합정점,97,1,11,109
349,s34937257,34937257,헤어스튜디오J,97,1,10,108
350,s18735108,18735108,에이치스타일 서대문점,96,1,11,108
351,s1726024609,1726024609,박승철헤어스투디오 잠실새내점,97,1,10,108
352,s18562520,18562520,마끼에 타임스퀘어점,104,1,3,108
353,s31207007,31207007,나인토파즈헤어,92,5,11,108
354,s1590537785,1590537785,라리엔 가로수길점,95,1,11,107
355,s19570592,19570592,아이디헤어 래미안퍼스티지점,96,1,10,107
356,s1884435332,1884435332,제이슨프로헤어,100,2,5,107
357,s36516389,36516389,아름다운작업장,91,1,15,107
358,s37236557,37236557,오다헤어 중앙대점,99,1,7,107
359,s1181641308,1181641308,준오헤어 홍대입구역점,96,1,10,107
360,s1018164032,1018164032,리안헤어 중계은행사거리점,103,1,2,106
361,s1764039225,1764039225,헤어제3공간,96,1,9,106
362,s919261817,919261817,박승철헤어스투디오 교보합정점,90,5,11,106
363,s38526290,38526290,수아라헤어 가좌1호점,102,1,3,106
364,s36276109,36276109,제이드헤어,97,1,8,106
365,s263963767,263963767,헤어살롱나루 양재역점,94,1,10,105
366,s34349373,34349373,준오헤어 동대문홈플러스점,100,1,4,105
367,s38508020,38508020,헤어아티스트M 대치점,94,1,10,105
368,s219678611,219678611,마음이통하다헤어살롱,94,1,10,105
369,s1222327123,1222327123,리안헤어 도봉한신점,101,1,2,104
370,s31476031,31476031,더 퍼스트헤어 고려대점,88,1,15,104
371,s18744162,18744162,준오헤어 이대3호점,93,1,10,104
372,s21029110,21029110,살롱루즈 가로수길점,84,1,19,104
373,s1574340058,1574340058,박호준헤어 일원점,99,1,4,104
374,s13376858,13376858,머시헤어 2호점,96,1,6,103
375,s1853807979,1853807979,하움,92,1,10,103
376,s1725443048,1725443048,세븐에비뉴 강남1호점,92,1,10,103
377,s18714950,18714950,살롱에이 중대점,92,1,10,103
378,s13372497,13372497,박준뷰티랩 장안점,89,1,13,103
379,s36420632,36420632,엘세븐헤어 신촌연대점,92,1,10,103
380,s66838411,66838411,리안헤어 신길역점,96,1,6,103
381,s33261907,33261907,코제트헤어컬러 성신여대점,92,1,9,102
382,s36883352,36883352,살롱 드 옥스,85,1,15,101
383,s1217069041,1217069041,리소헤어 이수점,90,1,10,101
384,s1258477274,1258477274,로이드밤 구로점,94,1,6,101
385,s1679738120,1679738120,준오헤어 내방역점,90,1,10,101
386,s1944592669,1944592669,헤어아티스트M 마포구청역점,97,1,3,101
387,s35689427,35689427,제오헤어 방배점,92,1,8,101
388,s1709750229,1709750229,제오헤어 신용산역점,87,1,12,100
389,s37566546,37566546,설렘 미용실,85,3,12,100
390,s1579776147,1579776147,메종드아이디헤어 서울숲점,87,3,10,100
391,s1257940967,1257940967,리안헤어 굽은다리역점,88,1,11,100
392,s38304870,38304870,더살롱,89,1,10,100
393,s649134941,649134941,바른살롱,83,1,15,99
394,s37532329,37532329,제다헤어 외대점,93,1,5,99
395,s13391459,13391459,칸토헤어,88,1,10,99
396,s13268650,13268650,벨라아띠 잠실미용실,86,1,11,98
397,s38701480,38701480,장루이다비드 에스뷰테라 옥수점,88,1,9,98
398,s249295828,249295828,헤어바이반룬하우트 망원역점,87,1,10,98
399,s21116373,21116373,에끌레르헤어,86,1,11,98
400,s1781825651,1781825651,살롱드조각 헤어스튜디오,85,1,11,97
401,s36792874,36792874,박승철헤어스투디오 왕십리역점,86,1,10,97
402,s37165580,37165580,반에스,85,1,11,97
403,s36898101,36898101,박승철헤어스투디오 염창역점,90,1,6,97
404,s1026458598,1026458598,제인헤어,85,1,10,96
405,s35111987,35111987,이철헤어커커 발산역점,88,1,7,96
406,s37450128,37450128,살롱드마샬 명동점,84,1,11,96
407,s36016150,36016150,살롱드노바,84,1,11,96
408,s1708710038,1708710038,감각을더하다,92,1,3,96
409,s13075445,13075445,엔비헤어살롱,80,1,15,96
410,s1143880589,1143880589,휴이엠헤어 상봉역점,89,1,6,96
411,s38654778,38654778,베아르시 광화문점,85,1,10,96
412,s827159285,827159285,제오헤어 마곡나루역점,85,1,10,96
413,s38531460,38531460,지노헤어 숭실대2호점,91,1,4,96
414,s896340668,896340668,메종드아이디헤어 반포자이점,82,4,10,96
415,s38287149,38287149,이가자헤어비스 위례점,84,1,10,95
416,s35413542,35413542,마타헤어,83,1,11,95
417,s833387128,833387128,누벨바그헤어살롱 신도림점,85,1,9,95
418,s37891176,37891176,어반그라운드헤어 이태원점,83,1,11,95
419,s1630742846,1630742846,라라헤어,90,1,3,94
420,s11829338,11829338,류영헤어투비,82,2,10,94
421,s1335417444,1335417444,어반그라운드헤어 화곡역점,89,1,4,94
422,s37774914,37774914,티지헤어 오테르길음뉴타운점,90,1,3,94
423,s21054630,21054630,준오헤어 연신내점,83,1,10,94
424,s1302439523,1302439523,박공헤어 화양세종하우스,83,1,10,94
425,s37811854,37811854,NOWHAIRLAB,82,1,10,93
426,s1274215500,1274215500,살롱드22,82,1,10,93
427,s1118247162,1118247162,보그헤어 공릉역점,84,1,8,93
428,s36246648,36246648,The감동 수유점,82,1,10,93
429,s38404559,38404559,헤어아티스트M 공덕점,82,1,10,93
430,s37174940,37174940,제오헤어 서울대입구역점,81,1,11,93
431,s13580504,13580504,아베다안스헤어,80,1,11,92
