,store_id,store_id_only_num,store_name,booking,receipt,blog
0,s12050096,12050096,Hair Salon The 예반,1,1,1
1,s1134834959,1134834959,제이제이헤어,1,1,1
2,s38753096,38753096,엄지헤어샵,1,1,1
3,s1432772227,1432772227,목화미용실,1,1,1
4,s18091581,18091581,CNN헤어클럽,1,1,1
5,s1239672844,1239672844,HWASHOP,1,1,1
6,s1531100324,1531100324,트루핏앤힐 바버샵 신라호텔점,1,1,1
7,s35244174,35244174,커틸다헤어살롱 동대문점,5,1,10
8,s1201471957,1201471957,리안헤어 동대문점,19,5,2
9,s1775785111,1775785111,바움헤어,2,1,2
10,s37756013,37756013,바움헤어2호점,1,1,1
11,s37003174,37003174,케이살롱,1,1,1
12,s578723569,578723569,김효리헤어,1,1,1
13,s37445299,37445299,아크미미용실,1,1,2
14,s637563918,637563918,더헤어샵,10,1,10
15,s38349592,38349592,꾸밈헤어살롱,1,1,1
16,s37309135,37309135,별하헤어,1,1,1
17,s1571100248,1571100248,루이민헤어,16,1,1
18,s1978533901,1978533901,LEE헤어,1,1,1
19,s18007683,18007683,블루헤어,1,1,1
20,s1215228735,1215228735,살롱드소리,1,1,1
21,s1393076831,1393076831,메이드바이알 헤어살롱,62,1,11
22,s1990382019,1990382019,이레헤어,1,1,1
23,s1370529783,1370529783,신당점 케어셀라,1,1,1
24,s1452567941,1452567941,헤어살롱 빛나,1,1,1
25,s1924035233,1924035233,주니크살롱,1,1,6
26,s1036604379,1036604379,헤어준코,1,1,1
27,s1078206800,1078206800,지노헤어 동대문점,151,2,9
28,s1787211345,1787211345,예쁜손 가위손,1,1,1
29,s1940829832,1940829832,천지헤어,1,1,1
30,s1112194891,1112194891,나로헤어,47,1,1
31,s1776954829,1776954829,어썸헤어,14,1,3
32,s1828854040,1828854040,에스헤어,1,1,1
33,s20923149,20923149,에스헤어,1,1,1
34,s11660565,11660565,마샬미용실,1,1,1
35,s18207685,18207685,이순희헤어,1,1,1
36,s37642536,37642536,러브김헤어,1,1,1
37,s20923210,20923210,h헤어,1,1,1
38,s1819719244,1819719244,정나라미용실,1,1,1
39,s1288694782,1288694782,정화미용실,1,1,1
40,s1861203742,1861203742,헬로펌헤어살롱 망우점,1,1,1
41,s19449171,19449171,세븐,1,1,1
42,s20838626,20838626,쎄븐미용실,1,1,1
43,s18205831,18205831,SY헤어스케치,1,1,1
44,s1054607914,1054607914,연헤어,1,1,1
45,s1609256223,1609256223,양지헤어,1,1,1
46,s20827099,20827099,강헤어콜렉션,1,1,1
47,s1549283765,1549283765,라피네 헤어샵,1,1,1
48,s951934976,951934976,텔리헤어,1,1,1
49,s13399566,13399566,레드라인헤어,1,1,9
50,s20873586,20873586,우리머리방,1,1,1
51,s20963074,20963074,아가도스헤어샵,1,1,1
52,s20904021,20904021,예은헤어짱,1,1,1
53,s1895548996,1895548996,이보경헤어샵 사가정점,1,1,1
54,s20862073,20862073,머리쟁이,1,1,1
55,s20885053,20885053,김승희헤어,1,1,1
56,s1214144289,1214144289,오즈헤어,7,1,1
57,s1103252884,1103252884,코코미용실,1,1,1
58,s20862013,20862013,헤어토크,1,1,1
59,s1722072650,1722072650,이레미용실,1,1,1
60,s13332574,13332574,준오헤어 신내홈플러스점,87,1,3
61,s1480588120,1480588120,준오헤어 신내점,109,1,7
62,s34585445,34585445,리안헤어 중랑역점,538,2,11
63,s1011244039,1011244039,티는헤어,1,1,1
64,s20896412,20896412,정운미용실,1,1,1
65,s20830969,20830969,홍헤어,1,1,1
66,s1892220011,1892220011,머리해요,1,1,1
67,s37211526,37211526,김보영머리사랑,1,1,1
68,s20877263,20877263,위드헤어,1,1,1
69,s843587074,843587074,진홍헤어샵,1,1,1
70,s20919285,20919285,우리미용실,1,1,1
71,s20842754,20842754,하나머리방,1,1,1
72,s37673005,37673005,루나헤어,1,1,1
73,s20834754,20834754,윤헤어샵,1,1,1
74,s36833261,36833261,오앤살롱,1,1,1
75,s1013563803,1013563803,라인헤어,1,1,1
76,s12995570,12995570,에스더헤어,1,1,1
77,s1195017779,1195017779,필헤어,1,1,1
78,s37089761,37089761,헬로컷,1,1,1
79,s20854327,20854327,란헤어살롱,1,1,1
80,s20854325,20854325,띠앗머리,1,1,1
81,s20904108,20904108,JJ프로헤어,1,1,1
82,s1247561111,1247561111,시크헤어,1,1,1
83,s1817543836,1817543836,채경헤어,1,1,1
84,s20834696,20834696,지노헤어클럽,1,1,1
85,s21362078,21362078,본연애헤어 신내점,1,1,1
86,s20858101,20858101,시선헤어,1,1,1
87,s18875427,18875427,센스헤어클럽,1,1,1
88,s1081745386,1081745386,정헤어,1,1,1
89,s20885045,20885045,배추머리 면목점,1,1,1
90,s1433342070,1433342070,요술가위,1,1,1
91,s38425836,38425836,더본헤어 동부시장점,221,1,11
92,s1695963033,1695963033,보그헤어 중랑역점,101,1,10
93,s584667177,584667177,더헤어 중랑점,1,1,3
94,s1558697651,1558697651,컴온헤어,14,1,10
95,s1276292570,1276292570,수지헤어,1,1,1
96,s20896543,20896543,헤어유,1,1,1
97,s20831141,20831141,가위와빗,1,1,1
98,s18133465,18133465,로데오미용실,1,1,1
99,s37475106,37475106,구피샵 동부시장점,1,1,1
100,s20926912,20926912,머털이헤어아트,1,1,1
101,s20934693,20934693,김재희헤어,1,1,1
102,s20838533,20838533,고은헤어샵,1,1,1
103,s1709170294,1709170294,궁헤어,1,1,1
104,s1376584332,1376584332,TK헤어,1,1,1
105,s1862013937,1862013937,말자헤어살롱,1,1,1
106,s34015934,34015934,s스칼렛헤어,1,1,1
107,s20934571,20934571,희헤어센스,1,1,1
108,s1797671534,1797671534,이쁘다헤어샵,1,1,1
109,s1447486956,1447486956,예쁘다헤어,1,1,1
110,s18871138,18871138,가위손,1,1,1
111,s1237772438,1237772438,면목 파마헤어,1,1,1
112,s1186408274,1186408274,린헤어,1,1,1
113,s20915657,20915657,박미용실,1,1,1
114,s13415610,13415610,파마20000,1,1,1
115,s20881383,20881383,칼라헤어뱅크,1,1,1
